""	"Protein.Code"	"A"	"D"	"G"	"C"	"F"	"B"	"E"	"p_adj"	"Method"	"Locus_Tag"	"sig_check"	"Cluster"	"Max"	"Min"	"Gene_Name"	"Protein_Product"
"A0A060HK50"	"A0A060HK50"	-0.661593042286239	0.352282961607532	-0.270244302055456	0.463186978327325	1.63428713899258	-1.57372443103967	0.055804696453925	0.217566979331195	"ANOVA"	"NVIE_014340"	"no"	1	"F"	"B"	"NVIE_014340"	"exported protein of unknown function"
"A0A060HFS8"	"A0A060HFS8"	-1.12978946893075	0.533395372900577	-0.204874569018167	0.646849128909634	1.4010509867742	-1.41030012575468	0.163668675119182	0.0212739757116784	"ANOVA"	"NVIE_000520"	"yes"	1	"F"	"B"	"NVIE_000520"	"hypothetical protein"
"A0A060HSI9"	"A0A060HSI9"	-1.57264114548208	0.713662787446843	-0.0184008589582379	-0.262167183271179	1.58679193258324	-0.630127445932448	0.182881913613855	0.00384736698265678	"ANOVA"	"NVIE_021440"	"yes"	1	"F"	"A"	"NVIE_021440"	"protein of unknown function"
"A0A060HLR3"	"A0A060HLR3"	-0.584552193783436	1.36081253975947	-0.584552193783436	-0.584552193783436	1.56194842915771	-0.584552193783436	-0.584552193783436	0.060359908438065	"ANOVA"	"NVIE_003350"	"no"	1	"F"	"A"	"pth"	"peptidyl-tRNA hydrolase"
"A0A060HKL2"	"A0A060HKL2"	-0.584635895477257	1.61306964642567	-1.14192430847545	0.0273524650156257	1.09042647116053	-0.672644100054201	-0.331644278594924	0.0763588770836535	"ANOVA"	"NVIE_017500"	"no"	1	"D"	"G"	"tbp"	"TATA-box-binding protein"
"A0A060HFL5"	"A0A060HFL5"	-0.296075324088713	0.229123880389832	-0.453441385145441	0.0102055434717154	2.06905452856795	-0.498267990803841	-1.06059925239152	0.573370578102224	"ANOVA"	"NVIE_001950"	"no"	1	"F"	"E"	"NVIE_001950"	"putative sensor protein"
"A0A060HUG7"	"A0A060HUG7"	-0.672910222587584	0.528117014937695	-0.339662943143558	0.248311141828591	1.91741043764085	-0.813564231146006	-0.867701197529994	1.17159649799029e-05	"ANOVA"	"NVIE_028050"	"yes"	1	"F"	"E"	"NVIE_028050"	"ABC uptake transporter, substrate-binding protein"
"A0A060HP73"	"A0A060HP73"	-0.827928422547751	0.0525465197038094	0.21035664426942	-0.183389998766816	2.08048448720969	-0.570453071560347	-0.761616158307999	0.000204029730864098	"ANOVA"	"NVIE_007780"	"yes"	1	"F"	"A"	"NVIE_007780"	"putative PilT domain protein/Type II secretion system protein E"
"A0A060HLK5"	"A0A060HLK5"	-0.41065996503977	-0.600782867740733	-0.352538512574063	0.681455541511843	1.81419094187327	0.123417572495682	-1.25508271052623	0.114035780418312	"ANOVA"	"NVIE_002600"	"no"	1	"F"	"E"	"NVIE_002600"	"putative blue (type1) copper domain-containing protein"
"A0A060HHF4"	"A0A060HHF4"	-0.341152100817554	-0.178357087685375	0.12513103037264	0.567117554527576	1.75837425887015	-0.437331549495998	-1.49378210577144	0.0316253636939613	"ANOVA"	"NVIE_007740"	"yes"	1	"F"	"E"	"NVIE_007740"	"putative transcriptional regulator, AsnC family"
"A0A060HK91"	"A0A060HK91"	-0.0699240057072149	-0.659999003824777	-0.863827030944903	0.754888459102069	1.90581124446585	-0.388300915186443	-0.678648747904585	0.00174675964633359	"ANOVA"	"NVIE_026500"	"yes"	1	"F"	"G"	"NVIE_026500"	"hypothetical protein"
"A0A060HSZ7"	"A0A060HSZ7"	-0.0194477069739231	-0.229080902780366	0.0579310764972933	0.0430303389871162	1.90899523643502	-1.4915981837447	-0.269829858420442	0.00164412054767768	"ANOVA"	"NVIE_2401"	"yes"	1	"F"	"B"	"NVIE_2401"	"putative RNA-binding protein"
"A0A060HHP2"	"A0A060HHP2"	0.441033266393699	-0.134973187436043	-0.135319094938259	0.0242127244433406	1.77458035292472	-1.5677364744292	-0.401797586958262	0.00815726175108256	"ANOVA"	"NVIE_006350"	"yes"	1	"F"	"B"	"purS"	"putative phosphoribosylformylglycinamidine synthase PurS"
"A0A060HSH2"	"A0A060HSH2"	0.274369724933795	-0.347397073679873	-0.133824595094173	-0.18252295199696	2.07276137882346	-0.982366831566132	-0.701019651420119	0.623496155203298	"ANOVA"	"NVIE_018570"	"no"	1	"F"	"B"	"NVIE_018570"	"hypothetical protein"
"A0A060HN41"	"A0A060HN41"	0.0379495353711513	-0.377092959328519	-0.555274822666054	0.7539592717597	1.71804072181824	-1.41470221489989	-0.162879532054638	0.035225176032931	"ANOVA"	"NVIE_004470"	"yes"	1	"F"	"B"	"NVIE_004470"	"putative glyoxalase/bleomycin resistance protein/dioxygenase"
"A0A060HIY6"	"A0A060HIY6"	-0.433369635058887	-0.433964322178115	0.00742149092491678	0.602665658833319	1.86779663771785	-1.29261724547325	-0.317932584765828	0.244604197166756	"ANOVA"	"NVIE_012500"	"no"	1	"F"	"B"	"NVIE_012500"	"hypothetical protein"
"A0A060HJW0"	"A0A060HJW0"	-0.22878046496429	-0.554783762873714	0.118684336094628	0.488746519355015	1.84413870579105	-1.3794139249093	-0.28859140849338	0.0946196942066624	"ANOVA"	"NVIE_025540"	"no"	1	"F"	"B"	"ppa"	"inorganic pyrophosphatase"
"A0A060HGS9"	"A0A060HGS9"	-0.364923350686093	-0.856997212677381	-0.220994443371994	-0.634963187462684	2.16183779931819	-0.0826163252109232	-0.00134327990911049	0.00498913740398887	"ANOVA"	"NVIE_005810"	"yes"	1	"F"	"D"	"NVIE_005810"	"hypothetical protein"
"A0A060HQI6"	"A0A060HQI6"	-0.182453549863643	-1.05775095474884	0.0272747481900897	-0.384450878508999	2.11938378000793	-0.0721948177606563	-0.449808327315874	0.000200286529515034	"ANOVA"	"NVIE_011740"	"yes"	1	"F"	"D"	"NVIE_011740"	"hypothetical protein"
"A0A060HG21"	"A0A060HG21"	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	2.26778683805536	-0.377964473009227	-0.377964473009227	NA	"only in F"	"NVIE_003470"	NA	1	"F"	"G"	"NVIE_003470"	"protein of unknown function"
"A0A060HG53"	"A0A060HG53"	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	2.26778683805536	-0.377964473009227	-0.377964473009227	NA	"only in F"	"NVIE_003900"	NA	1	"F"	"A"	"hsp20-2"	"heat-shock protein Hsp20"
"A0A060HPY4"	"A0A060HPY4"	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	2.26778683805536	-0.377964473009227	-0.377964473009227	NA	"only in F"	"NVIE_029130"	NA	1	"F"	"G"	"NVIE_029130"	"putative Fe-S oxidoreductase"
"A0A060HQ90"	"A0A060HQ90"	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	2.26778683805536	-0.377964473009227	-0.377964473009227	NA	"only in F"	"NVIE_030080"	NA	1	"F"	"E"	"NVIE_030080"	"hypothetical protein"
"A0A060HIB7"	"A0A060HIB7"	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	2.26778683805536	-0.377964473009227	-0.377964473009227	NA	"only in F"	"NVIE_008270"	NA	1	"F"	"B"	"glmS1"	"glucosamine-fructose-6-phosphate aminotransferase"
"A0A060HDP0"	"A0A060HDP0"	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	2.26778683805536	-0.377964473009227	-0.377964473009227	NA	"only in F"	"NVIE_006200"	NA	1	"F"	"A"	"NVIE_006200"	"hypothetical protein"
"A0A060HGW7"	"A0A060HGW7"	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	2.26778683805536	-0.377964473009227	-0.377964473009227	NA	"only in F"	"NVIE_006100"	NA	1	"F"	"D"	"NVIE_006100"	"putative glycogen debranching enzyme"
"A0A060HIU3"	"A0A060HIU3"	-0.920355085552648	-0.480403845850636	0.68986391397623	-0.319665151397574	1.97172381993706	-0.552652835571453	-0.388510815540977	2.1191061276513e-06	"ANOVA"	"NVIE_010190"	"yes"	1	"F"	"A"	"NVIE_010190"	"putative THUMP domain protein"
"A0A060HUF6"	"A0A060HUF6"	-0.559735891218765	-0.559735891218765	0.890824580078404	-0.559735891218765	1.90785487601542	-0.559735891218765	-0.559735891218765	0.00613356457904548	"ANOVA"	"NVIE_027890"	"yes"	1	"F"	"C"	"NVIE_027890"	"hypothetical protein"
"A0A060HIP0"	"A0A060HIP0"	-0.207363298334764	-0.529475540420857	0.650486409902303	-0.476968422620729	1.86263183866818	-0.0527791321063646	-1.24653185508777	0.0238879063368453	"ANOVA"	"NVIE_011570"	"yes"	1	"F"	"E"	"gds2"	"geranylgeranyl pyrophosphate synthase"
"A0A060HRI0"	"A0A060HRI0"	-0.0625045794679357	-0.56745242498447	0.406952570073108	-0.940262548800509	1.99916297969152	-0.0448708010850785	-0.79102519542663	0.0220810003209178	"ANOVA"	"NVIE_018800"	"yes"	1	"F"	"C"	"NVIE_018800"	"putative glutamate racemase"
"A0A060HNU4"	"A0A060HNU4"	-1.80925226611844	0.33107155889074	0.520763920301518	0.0637977485909039	0.944100305375757	-0.876455377651909	0.825974110611425	0.0927378073030923	"ANOVA"	"NVIE_025400"	"no"	1	"F"	"A"	"dusP"	"dual specificity protein phosphatase"
"A0A060HHM4"	"A0A060HHM4"	-1.80769405989502	0.3029387925355	0.352788374287482	0.549160862904095	0.510332305593731	-0.941112677242462	1.03358640181667	0.0290136370763753	"ANOVA"	"NVIE_018470"	"yes"	1	"E"	"A"	"polX"	"DNA polymerase X family"
"A0A060HQ85"	"A0A060HQ85"	-1.94779267785477	0.24613584708229	0.784507006931502	0.51029666157089	0.695319423937385	-0.75439352318006	0.465927261512759	0.0237362212843761	"ANOVA"	"NVIE_030030"	"yes"	1	"G"	"A"	"leuS"	"leucine--tRNA ligase"
"A0A060HI66"	"A0A060HI66"	-1.40240762972957	0.180762207291829	0.73333184631891	0.396051936419134	1.08063619405135	-1.40240762972957	0.41403307537792	9.95926027595069e-13	"ANOVA"	"NVIE_007660"	"yes"	1	"F"	"B"	"NVIE_007660"	"hypothetical protein"
"A0A060HBM5"	"A0A060HBM5"	-1.32682482048269	0.267505068775587	1.2630381265726	0.188454536724311	0.0550485522674153	-1.32682482048269	0.87960335662547	0.000568318296050925	"ANOVA"	"NVIE_000030"	"yes"	1	"G"	"A"	"NVIE_000030"	"Putative nitroreductase family protein"
"A0A060HN78"	"A0A060HN78"	-1.28367376298006	0.242800374686763	0.760952828048693	0.212250249331377	0.185890664759673	-1.40588166981937	1.28766131597293	0.000349527150459343	"ANOVA"	"NVIE_008050"	"yes"	1	"E"	"B"	"gltX"	"glutamate--tRNA ligase"
"A0A060HKK0"	"A0A060HKK0"	-2.01865123102969	0.855327475039681	0.995738587013151	0.0859445797491734	0.274940054835798	-0.320598318414746	0.127298852806627	0.105251662960387	"ANOVA"	"NVIE_017360"	"no"	1	"G"	"A"	"NVIE_017360"	"putative CPISPR-associated protein"
"A0A060HM51"	"A0A060HM51"	-2.00861087161925	0.934019569984648	0.636312431106556	0.608286406614711	0.214392425510959	-0.507111213919424	0.122711252321798	0.0367222106647966	"ANOVA"	"NVIE_022880"	"yes"	1	"D"	"A"	"NVIE_022880"	"hypothetical protein"
"A0A060HFQ8"	"A0A060HFQ8"	-1.23216659233655	-0.57944417490657	1.76461943862456	0.529514350611041	0.274815349496071	-0.81993925352521	0.0626008820366537	0.000506138011051675	"ANOVA"	"NVIE_011960"	"yes"	1	"G"	"A"	"NVIE_011960"	"putative serine-puryvate aminotransferase"
"A0A060HHG5"	"A0A060HHG5"	-1.48710290554643	-0.544257207119999	1.15232991158723	0.955539899998866	0.454579830212364	-0.937749141661287	0.406659612529252	0.00259964333343826	"ANOVA"	"NVIE_005880"	"yes"	1	"G"	"A"	"nfo"	"putative endonuclease 4"
"A0A060HP07"	"A0A060HP07"	-1.23744641041935	-1.17952133125088	1.24046686574458	0.119739261258233	1.04977281137706	-0.456023224553945	0.463012027844306	0.00159372766497701	"ANOVA"	"NVIE_029450"	"yes"	1	"G"	"A"	"aco"	"aconitate hydratase"
"A0A060HLA6"	"A0A060HLA6"	-1.76424211246544	-0.584840300280576	1.13217354938778	-0.215910355392024	1.07349506807629	0.175868629710327	0.183455520963639	0.018676230092488	"ANOVA"	"NVIE_017340"	"yes"	1	"G"	"A"	"cas3-1"	"putative CRISPR-associated helicase and HD nuclease Cas3"
"A0A060HS03"	"A0A060HS03"	-1.61689399959571	-0.752406886404631	1.10775808315609	-0.183065463696839	1.24015416639884	0.10483862021024	0.0996154799320213	0.0119040304896553	"ANOVA"	"NVIE_016740"	"yes"	1	"F"	"A"	"NVIE_016740"	"surface associated S-layer protein"
"A0A060HC10"	"A0A060HC10"	-1.37832730988964	-0.104795990863158	1.56978687892504	-0.859131932480677	0.895025480741397	0.136600653304727	-0.259157779737688	0.601656671359628	"ANOVA"	"NVIE_001310"	"no"	1	"G"	"A"	"thyX"	"putative thymidylate synthase ThyX"
"A0A060HM89"	"A0A060HM89"	-0.893849572122633	0.427124928281903	1.29349984770489	-0.679274348827873	1.00020900380992	-1.35648023240002	0.208770373553804	0.476226548855251	"ANOVA"	"NVIE_004960"	"no"	1	"G"	"B"	"NVIE_004960"	"hypothetical protein"
"A0A060HHH1"	"A0A060HHH1"	-1.02511166674113	-0.314510717950374	1.46893256829337	-0.586062103514299	1.10271506435995	-1.00282813376481	0.356864989317297	0.00555380403749345	"ANOVA"	"NVIE_005930"	"yes"	1	"G"	"A"	"NVIE_005930"	"TPR repeat protein"
"A0A060HBQ2"	"A0A060HBQ2"	-1.0718035113678	-0.445190885234676	1.12686554832352	-0.0588719445700343	1.60686117833705	-0.831345778910658	-0.326514606577406	0.00334017269689584	"ANOVA"	"NVIE_000260"	"yes"	1	"F"	"A"	"ecx2"	"putative exosome complex exonuclease"
"A0A060HJE2"	"A0A060HJE2"	-0.955506422444647	-0.217339180535244	1.36520874876244	-0.0905571784273979	1.40992639762453	-0.892276975001	-0.619455389978682	0.000109327189730824	"ANOVA"	"NVIE_024190"	"yes"	1	"F"	"A"	"NVIE_024190"	"protein of unknown function with C-terminal blue (Type 1) copper domain"
"A0A060HLZ5"	"A0A060HLZ5"	-1.45998681607993	-0.152964323838033	1.30515108009341	0.0722855607344041	1.13830624136506	-0.916765780056882	0.0139740377819794	0.0126098882017515	"ANOVA"	"NVIE_000240"	"yes"	1	"G"	"A"	"ecr"	"exosome complex RNA-binding protein"
"A0A060HEZ9"	"A0A060HEZ9"	-0.97678686421273	-0.180100175081753	1.41394566682901	-0.00574935535752323	1.21915779969151	-1.20782929328508	-0.262637778583436	0.000497088683848569	"ANOVA"	"NVIE_000250"	"yes"	1	"G"	"B"	"ecx1"	"putative exosome complex exonuclease"
"A0A060HH33"	"A0A060HH33"	-1.22803639891834	-1.33278715348648	1.27048694688233	0.902182415100572	0.390273056486493	0.258959326581304	-0.261078192645871	0.000103396097051206	"ANOVA"	"NVIE_016370"	"yes"	1	"G"	"D"	"NVIE_016370"	"2-hydroxyacid dehydrogenase"
"A0A060HHE8"	"A0A060HHE8"	-1.50232277425168	-0.282140146894677	1.24244732429237	0.937395445967593	0.499121342697106	0.0967389894277542	-0.991240181238469	0.00735950938643455	"ANOVA"	"NVIE_017560"	"yes"	1	"G"	"A"	"NVIE_017560"	"putative ribosomal-protein-alanine acetyltransferase"
"A0A060HQX6"	"A0A060HQX6"	-0.583924167565024	-0.583924167565024	1.58839874329728	1.33122209452784	-0.583924167565024	-0.583924167565024	-0.583924167565024	0.0587388584898011	"ANOVA"	"NVIE_013400"	"no"	1	"G"	"E"	"mcm"	"minichromosome maintenance complex protein"
"A0A060HJU2"	"A0A060HJU2"	-0.570561597460015	-0.570561597460015	1.81566008629203	1.03714790100805	-0.570561597460015	-0.570561597460015	-0.570561597460015	0.00938788534094513	"Kruskal-Wallis"	"NVIE_013050"	"yes"	1	"G"	"B"	"NVIE_013050"	"hypothetical protein"
"A0A060HNL5"	"A0A060HNL5"	-0.566946735720295	-0.566946735720295	1.8503792409602	0.98435443764128	-0.566946735720295	-0.566946735720295	-0.566946735720295	0.00779084570005149	"Kruskal-Wallis"	"NVIE_009310"	"yes"	1	"G"	"A"	"NVIE_009310"	"protein of unknown function"
"A0A060HIV8"	"A0A060HIV8"	-1.3875288674627	-0.488166933346562	1.5829484473847	1.04375330028791	-0.337551412680656	-0.0619918773548543	-0.351462656827826	0.248355295404392	"ANOVA"	"NVIE_022530"	"no"	1	"G"	"A"	"tgtA"	"7-cyano-7-deazaguanine tRNA-ribosyltransferase"
"A0A060HIB3"	"A0A060HIB3"	0.163000115049181	-0.570427130343805	0.812003942453996	0.586401867494025	1.21204209398615	-1.71352749604911	-0.489493392590445	0.0763908392964755	"ANOVA"	"NVIE_010510"	"no"	1	"F"	"B"	"NVIE_010510"	"Six-hairpin glycosidase-like protein"
"A0A060HIF3"	"A0A060HIF3"	-0.275501695735915	-0.164040823493949	0.850784738117031	0.800789536044699	1.04562951591504	-1.79600099624921	-0.461660274597697	0.0733636734778235	"ANOVA"	"NVIE_008680"	"no"	1	"F"	"B"	"folD"	"bifunctional protein FolD"
"A0A060HLB0"	"A0A060HLB0"	0.603984701901195	-0.103921475986021	0.826432315023091	0.0340481040492705	1.18519009887713	-1.65705266304938	-0.888681080815288	0.0050219462229582	"ANOVA"	"NVIE_001930"	"yes"	1	"F"	"B"	"NVIE_001930"	"Putative sensor protein"
"A0A060HPK1"	"A0A060HPK1"	0.306317733076101	-0.274734647235274	0.706088253083285	0.111656486926095	1.491901957424	-1.59086043187882	-0.750369351395388	5.37993982519334e-06	"ANOVA"	"NVIE_012330"	"yes"	1	"F"	"B"	"NVIE_012330"	"putative methionine--tRNA ligase"
"A0A060HMZ2"	"A0A060HMZ2"	0.557779257568777	-0.416380807198139	0.982157824968591	-0.277487142868071	1.25657016838005	-1.63628187690448	-0.466357423946725	0.00242568722256107	"ANOVA"	"NVIE_022690"	"yes"	1	"F"	"B"	"NVIE_022690"	"protein of unknown function"
"A0A060HQ21"	"A0A060HQ21"	-0.034367590376883	0.0147975003582279	0.882743513256177	0.00693959287154442	1.18458360458465	-1.95070853712022	-0.103988083573501	8.39319038931433e-05	"ANOVA"	"NVIE_014120"	"yes"	1	"F"	"B"	"gatA"	"glutamyl-tRNA amidotransferase subunit A"
"A0A060HPL3"	"A0A060HPL3"	0.328734189986766	-0.307521040699126	0.727483422380123	-0.306944436541422	1.28611675050266	-1.87067569209694	0.142806806467946	0.000477603649499479	"ANOVA"	"NVIE_012480"	"yes"	1	"F"	"B"	"NVIE_012480"	"hypothetical protein"
"A0A060HQU6"	"A0A060HQU6"	0.384802975235602	-0.594624900121157	1.2295669708293	0.249926520141611	0.732949519659814	-1.83245105213566	-0.170170033609516	0.0951236823134802	"ANOVA"	"NVIE_013070"	"no"	1	"G"	"B"	"NVIE_013070"	"hypothetical protein"
"A0A060HKW9"	"A0A060HKW9"	0.125674657326165	-0.498747610713415	1.60918186028439	-0.390997734608567	0.61395918630027	-1.61036495151987	0.151294592931037	0.000237806602123226	"ANOVA"	"NVIE_016130"	"yes"	1	"G"	"B"	"srp54"	"signal recognition particle SRP54 subunit protein"
"A0A060HN84"	"A0A060HN84"	-0.524178153850768	-0.175538327188542	1.87662987818741	-0.379636408628622	0.649477466505646	-1.25261717790614	-0.194137277118984	0.00019618215595645	"ANOVA"	"NVIE_008090"	"yes"	1	"G"	"B"	"NVIE_008090"	"TPR repeat protein"
"A0A060HR66"	"A0A060HR66"	-0.612438321268453	-0.0763035381685778	1.70942977029238	0.0548629877803938	0.766992047502403	-1.37303354020238	-0.46950940593577	7.18900336086242e-07	"ANOVA"	"NVIE_017430"	"yes"	1	"G"	"B"	"cysM1"	"putative cysteine synthase"
"A0A060HP86"	"A0A060HP86"	-0.27173518026757	-0.222540792101667	1.63195521431222	0.472860759795415	0.600835538757402	-1.40872756367043	-0.802647976825369	0.000908715881511338	"ANOVA"	"NVIE_026460"	"yes"	1	"G"	"B"	"NVIE_026460"	"putative methyltransferase"
"A0A060HMI0"	"A0A060HMI0"	-0.522130284531311	-0.0609777990639708	1.38769683410914	0.223315455101378	1.11966033264322	-1.38072965438081	-0.766834883877634	0.0108767505497224	"ANOVA"	"NVIE_024280"	"yes"	1	"G"	"B"	"rps27e"	"30S ribosomal protein S27e"
"A0A060HFY5"	"A0A060HFY5"	-1.14755688155875	-0.0479763372810974	0.395249619560179	0.0163777809538937	1.78492610829992	-1.14755688155875	0.146536591584608	0.00618205325599548	"ANOVA"	"NVIE_012830"	"yes"	1	"F"	"B"	"NVIE_012830"	"protein of unknown function"
"A0A060HMC5"	"A0A060HMC5"	-1.11669428540387	-0.2965198030679	0.555598023053229	0.216157238604376	1.81702982434017	-0.985953677212368	-0.189617320313638	1.1159078653728e-07	"ANOVA"	"NVIE_023730"	"yes"	1	"F"	"A"	"NVIE_023730"	"O-methyltransferase, family 2"
"A0A060HLW2"	"A0A060HLW2"	-0.522617911955955	-0.466604799288737	0.3407215613552	-0.260445691263056	2.06484392680473	-1.02156879740297	-0.13432828824921	8.64761430695652e-10	"ANOVA"	"NVIE_021880"	"yes"	1	"F"	"B"	"ribB"	"3,4-dihydroxy-2-butanone 4-phosphate synthase"
"A0A060HKS9"	"A0A060HKS9"	-0.184204226608597	0.284291074734668	0.822443363728188	-0.875875969773533	1.70509769746634	-0.875875969773533	-0.875875969773533	0.000273185810320943	"ANOVA"	"NVIE_000090"	"yes"	1	"F"	"C"	"NVIE_000090"	"putative hydroxyacylglutathione hydrolase"
"A0A060HGS4"	"A0A060HGS4"	-0.322912526409108	0.139146311490939	0.896910194714422	-0.14839395749358	1.51140654643183	-1.59049766433893	-0.485658904395578	3.5190340475199e-07	"ANOVA"	"NVIE_015500"	"yes"	1	"F"	"B"	"NVIE_015500"	"putative HEAT repeat-containing PBS lyase"
"A0A060HH52"	"A0A060HH52"	-0.463000022015145	0.122550046961605	1.29563483526433	-0.472774472677754	1.26068947310748	-1.48794697263593	-0.255152888004595	0.00573038775440155	"ANOVA"	"NVIE_004900"	"yes"	1	"G"	"B"	"NVIE_004900"	"hypothetical protein"
"A0A060HSE7"	"A0A060HSE7"	-0.419382356876595	-0.336171652413424	1.12999772045859	-0.38208945343288	1.6299494104434	-1.20836096269156	-0.413942705487531	0.00100746777448087	"ANOVA"	"NVIE_018320"	"yes"	1	"F"	"B"	"NVIE_018320"	"putative GTP-binding protein"
"A0A060HKT3"	"A0A060HKT3"	-1.38267645063207	0.483413985347539	0.426817963379138	-0.270847537290278	0.159043169851825	-1.01229434179085	1.5965432111347	0.582122270342589	"ANOVA"	"NVIE_000140"	"no"	1	"E"	"A"	"mscS"	"putative mechanosensitive ion channel MscS"
"A0A060HNR5"	"A0A060HNR5"	-1.06623981889251	0.0352471905711289	0.565441796471322	-0.145709441403362	-0.155499416257131	-1.06623981889251	1.83299950840306	0.0081933783445696	"ANOVA"	"NVIE_028390"	"yes"	1	"E"	"A"	"NVIE_028390"	"putative dihydroorotate dehydrogenase"
"A0A060HUB3"	"A0A060HUB3"	-1.23876395759435	0.227145913594805	0.143379979751344	0.315493833167431	0.135988513298769	-1.23876395759435	1.65551967537634	0.148916063803198	"ANOVA"	"NVIE_024320"	"no"	1	"E"	"A"	"cobQ"	"putative cobyric acid synthase"
"A0A060HBV5"	"A0A060HBV5"	-1.11905875973255	-0.335714392296604	-0.170548772386916	-0.626564558297502	1.29707812376784	-0.541195876800476	1.49600423574621	5.04656884396395e-06	"ANOVA"	"NVIE_000760"	"yes"	1	"E"	"A"	"NVIE_000760"	"protein of unknown function"
"A0A060HJT4"	"A0A060HJT4"	-0.857369185536278	-0.286896951429678	0.15141041541282	-0.857369185536278	1.24428362422981	-0.857369185536278	1.46331046839588	3.44934495115197e-07	"ANOVA"	"NVIE_025340"	"yes"	1	"E"	"B"	"NVIE_025340"	"protein of unknown function"
"A0A060HT90"	"A0A060HT90"	-0.72984109824306	-0.74025149665538	0.0435659609837039	-0.761840564742701	1.03575278839498	-0.563871909291284	1.71648631955374	1.40552112059826e-12	"ANOVA"	"NVIE_020960"	"yes"	1	"E"	"C"	"NVIE_020960"	"protein of unknown function"
"A0A060HIP6"	"A0A060HIP6"	-0.869467216983377	-0.576444136830746	0.0867131412873723	-0.415724521581475	0.966859381730905	-0.913179888864551	1.72124324124187	0.000236015866503064	"ANOVA"	"NVIE_021590"	"yes"	1	"E"	"B"	"NVIE_021590"	"putative transcriptional regulatory protein arsR family"
"A0A060HL74"	"A0A060HL74"	-1.34696545838151	-0.37722340313285	0.0116394633519729	-0.532330529601742	0.758523779298405	-0.276598779887848	1.76295492835358	0.00567616966703161	"ANOVA"	"NVIE_001560"	"yes"	1	"E"	"A"	"NVIE_001560"	"protein translation factor SUI1"
"A0A060HKH4"	"A0A060HKH4"	-0.930384555414404	0.651997656909906	-1.12739817015558	0.666073428230898	0.513875799703872	-1.05005971002531	1.27589555075061	0.193893361936	"ANOVA"	"NVIE_017100"	"no"	1	"E"	"G"	"pyrF"	"orotidine 5'-phosphate decarboxylase"
"A0A060HHF0"	"A0A060HHF0"	-0.996019935486554	1.37693606995247	-0.48848435555927	-0.400402658914892	0.542678271388256	-1.11688770715572	1.08218031577571	0.475414676974118	"ANOVA"	"NVIE_007690"	"no"	1	"D"	"B"	"NVIE_007690"	"protein of unknown function"
"A0A060HGA1"	"A0A060HGA1"	-1.08929036778338	-0.428027605495611	0.139156300036157	0.0066717043697351	0.676994071866251	-1.05120595264731	1.74570184965415	0.121355711139881	"ANOVA"	"NVIE_014190"	"no"	1	"E"	"A"	"NVIE_014190"	"putative threonyl/alanyl tRNA ligase second additional domain protein"
"A0A060HHD1"	"A0A060HHD1"	-0.876626395154881	-0.251923522036148	0.11224228712522	-0.248307416237872	0.749464009514744	-1.22556628222248	1.74071731901142	0.000136108635968185	"ANOVA"	"NVIE_005600"	"yes"	1	"E"	"B"	"NVIE_005600"	"putative quinoprotein glucose/ sorbosone dehydrogenase"
"A0A060HJ01"	"A0A060HJ01"	-0.298757624744267	-1.0657081806255	-0.0342025625592366	-0.133860820691181	0.94928387998015	-1.0657081806255	1.64895348926554	0.000241941667604274	"ANOVA"	"NVIE_010580"	"yes"	1	"E"	"D"	"NVIE_010580"	"Endoribonuclease L-PSP"
"A0A060HT28"	"A0A060HT28"	-1.06859711892345	-0.36058305386242	-0.384407378250206	0.775534654746913	0.497460779732282	-1.06859711892345	1.60918923548034	0.00104685769663821	"ANOVA"	"NVIE_023750"	"yes"	1	"E"	"B"	"NVIE_023750"	"protein of unknown function"
"A0A060HL94"	"A0A060HL94"	-0.779644884948479	-0.779644884948479	0.118880438485622	0.119542472145187	0.0648717325383524	-0.779644884948479	2.03564001167627	0.000123441735264116	"ANOVA"	"NVIE_020160"	"yes"	1	"E"	"B"	"htpX"	"Protease HtpX homolog 2"
"A0A060HIY2"	"A0A060HIY2"	-0.397241727821574	-1.09393146667684	0.214986298821769	0.322701768699063	0.248300659542938	-1.09393146667684	1.79911593411148	0.00214621980240925	"ANOVA"	"NVIE_012450"	"yes"	1	"E"	"D"	"NVIE_012450"	"rieske 2Fe-2S iron-sulphur domain-containing protein"
"A0A060HU31"	"A0A060HU31"	-0.794938388646881	-1.14682576964638	0.511025858835507	0.497722564431565	0.408601846088231	-1.0104925488729	1.53490643781086	0.00793367697980139	"ANOVA"	"NVIE_023570"	"yes"	1	"E"	"D"	"hisD"	"histidinol dehydrogenase"
"A0A060HNR9"	"A0A060HNR9"	-0.782066567753348	-1.04200721131807	0.383200847322402	0.382132400082235	0.528808208713775	-1.07474883424538	1.60468115719839	0.0582080913490187	"ANOVA"	"NVIE_025210"	"no"	1	"E"	"B"	"cca"	"CCA-adding enzyme"
