""	"Protein.Code"	"A"	"D"	"G"	"C"	"F"	"B"	"E"	"p_adj"	"Method"	"Locus_Tag"	"sig_check"	"Cluster"	"Max"	"Min"	"Gene_Name"	"Protein_Product"
"A0A060HR12"	"A0A060HR12"	0.00516333958164803	-0.98674766504927	-0.405647507478614	-0.652349110714809	-0.513827930704819	0.601343222479053	1.95206565188681	7.26648765457317e-05	"ANOVA"	"NVIE_013770"	"yes"	2	"E"	"D"	"NVIE_013770"	"conserved hypothetical protein"
"A0A060HIS3"	"A0A060HIS3"	-0.563129872489602	-0.768150128250364	0.000739637618912643	-0.96598756516267	-0.397997960993872	0.916530810292406	1.77799507898519	0.000107253623883015	"ANOVA"	"NVIE_011810"	"yes"	2	"E"	"C"	"eno"	"enolase"
"A0A060HND6"	"A0A060HND6"	-0.111326579896674	-0.623295152475571	-0.142865205946259	-1.19470681758055	-0.502350135246713	0.746494303484612	1.82804958766115	3.00572454111973e-05	"ANOVA"	"NVIE_026960"	"yes"	2	"E"	"C"	"NVIE_026960"	"protein of unknown function"
"A0A060HUZ7"	"A0A060HUZ7"	-0.548891803494205	-0.33252138889972	-0.588440568394811	-0.591028878680475	-0.649554734023741	0.723786526610628	1.98665084688232	0.00966201201914482	"ANOVA"	"NVIE_3025"	"yes"	2	"E"	"F"	"NVIE_3025"	"protein of unknown function DUF1802"
"A0A060HUL3"	"A0A060HUL3"	-0.48874351776858	-0.612656798886756	-0.605162826313912	-0.657984419400173	-0.366156031150869	0.763614901966858	1.96708869155343	7.8725851530154e-05	"ANOVA"	"NVIE_025130"	"yes"	2	"E"	"C"	"NVIE_025130"	"putative rhodanese sulfurtransferase"
"A0A060HPW6"	"A0A060HPW6"	-0.460362671155642	-0.585928001472753	-0.84235029181021	-0.336668548586616	-0.420289663667166	0.635189975581345	2.01040920111104	1.61237878956404e-05	"ANOVA"	"NVIE_028990"	"yes"	2	"E"	"G"	"NVIE_028990"	"protein of unknown function"
"A0A060HME5"	"A0A060HME5"	-0.0778778701713391	-0.235582454768434	-0.768364774511955	-0.89498384222159	-0.610385610483825	0.650286689754665	1.93690786240248	0.000149571113153419	"ANOVA"	"NVIE_020700"	"yes"	2	"E"	"C"	"NVIE_020700"	"hypothetical protein"
"A0A060HJ77"	"A0A060HJ77"	-0.373095839918332	-0.334954726708473	-0.712276748864136	-0.956870088341868	0.151000718439786	0.157878673102472	2.06831801229055	0.0100649564094008	"ANOVA"	"NVIE_013410"	"yes"	2	"E"	"C"	"NVIE_013410"	"hypothetical protein involved in DNA replication"
"A0A060HJ58"	"A0A060HJ58"	-0.590877511078411	-0.324988694640035	-0.442621200290574	-1.13715758889684	0.227525294141336	0.287816989746662	1.98030271101786	0.0374647212550382	"ANOVA"	"NVIE_023500"	"yes"	2	"E"	"C"	"acyP"	"acylphosphatase"
"A0A060HJH3"	"A0A060HJH3"	-0.299878812023436	-0.706799824011657	-0.706799824011657	-0.706799824011657	0.258178773232045	0.0792061303585312	2.08289338046783	0.00164091848979466	"ANOVA"	"NVIE_014370"	"yes"	2	"E"	"D"	"NVIE_014370"	"putative Copper binding protein, plastocyanin/azurin family"
"A0A060HGP6"	"A0A060HGP6"	-0.667752989506863	-0.664423340432667	-0.835953971770955	-0.615584907076678	0.364034369282802	0.5116516757863	1.90802916371806	1.24170120143048e-06	"ANOVA"	"NVIE_003190"	"yes"	2	"E"	"G"	"NVIE_003190"	"hypothetical protein"
"A0A060HM32"	"A0A060HM32"	-0.667487140909707	-0.667487140909707	-0.667487140909707	-0.667487140909707	0.176265752139254	0.512829461255927	1.98085335024365	0.00289140576245923	"ANOVA"	"NVIE_000590"	"yes"	2	"E"	"G"	"NVIE_000590"	"putative Zinc/iron permease"
"A0A060HPG1"	"A0A060HPG1"	-0.678179812788065	-0.678179812788065	-0.678179812788065	-0.678179812788065	0.136101471933335	0.647104801447578	1.92951297777135	0.00043722886982361	"Kruskal-Wallis"	"NVIE_027480"	"yes"	2	"E"	"A"	"NVIE_027480"	"hypothetical protein"
"A0A060HIT8"	"A0A060HIT8"	-0.16388490967593	-0.423022926354913	-0.629405438300367	-0.691000977261916	-0.259732002631768	-0.0356404750149314	2.20268672923982	1.53986360383069e-07	"ANOVA"	"NVIE_2290"	"yes"	2	"E"	"C"	"NVIE_2290"	"putative NADPH-dependent FMN reductase"
"A0A060HLX1"	"A0A060HLX1"	-0.403541090690384	-0.284306662574878	-0.464778878979936	-0.98050173115698	-0.208574241072518	0.223847474195584	2.11785513027911	3.07371469642178e-08	"ANOVA"	"NVIE_021970"	"yes"	2	"E"	"C"	"rocA"	"1-pyrroline-5-carboxylate dehydrogenase"
"A0A060HFP3"	"A0A060HFP3"	-0.559243723866829	-0.804998199293638	-0.494540726652175	-0.649172184986245	0.148791205193975	0.294069544417766	2.06509408518715	9.08683839412227e-09	"ANOVA"	"NVIE_011710"	"yes"	2	"E"	"D"	"NVIE_011710"	"putative TldD/pmbA family protein"
"A0A060HU17"	"A0A060HU17"	-0.776494080100893	-0.724353891244935	-0.456914643021605	-0.491171424453241	-0.0311692880941118	0.419710196752091	2.0603931301627	2.83000399651718e-23	"ANOVA"	"NVIE_023430"	"yes"	2	"E"	"A"	"guaB"	"inosine-5'-monophosphate dehydrogenase"
"A0A060HLS2"	"A0A060HLS2"	-0.365045089064125	-0.700005977156739	-0.407827795210431	-0.80652568178339	-0.265062828168028	0.480870581901266	2.06359678948145	0.000346284413104298	"ANOVA"	"NVIE_003450"	"yes"	2	"E"	"C"	"aspS1"	"aspartyl-tRNA synthetase"
"A0A060HPE4"	"A0A060HPE4"	-0.408257702331851	-0.825419146611623	-0.626782478036	-0.487308883106862	-0.0753472306371031	0.322664803901869	2.10045063682157	2.10886625875945e-07	"ANOVA"	"NVIE_027290"	"yes"	2	"E"	"D"	"NVIE_027290"	"membrane protein of unknown function"
"A0A060HKI3"	"A0A060HKI3"	-0.41769229855056	-0.879281337140138	-0.466784979834492	-0.480082152282777	-0.176359143150441	0.303390511479985	2.11680939947842	0.00283580776430792	"ANOVA"	"NVIE_027470"	"yes"	2	"E"	"D"	"NVIE_027470"	"aminotransferase"
"A0A060HLH1"	"A0A060HLH1"	-0.509626477513684	-0.914181625118436	-0.340165918227477	-0.489378810923426	-0.256421144480355	0.438151465484557	2.07162251077882	1.41265508209958e-07	"ANOVA"	"NVIE_018160"	"yes"	2	"E"	"D"	"msrA"	"peptide methionine sulfoxide reductase"
"A0A060HI05"	"A0A060HI05"	-0.524366535606585	-0.93331894709805	0.346757145026358	-1.15760819700748	-0.0207501023057292	0.523028082188576	1.7662585548029	0.00120126246912947	"ANOVA"	"NVIE_006920"	"yes"	2	"E"	"C"	"apgM"	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
"A0A060HG46"	"A0A060HG46"	-0.181348902023765	-1.15326019343426	0.0961229112154387	-0.467205164203321	-0.517578666203528	0.197788530139596	2.02548148450984	1.97891285659473e-07	"ANOVA"	"NVIE_013600"	"yes"	2	"E"	"D"	"NVIE_013600"	"GTP binding protein"
"A0A060HL06"	"A0A060HL06"	-0.189700891136613	-0.955571990392941	0.73019470148064	-0.955571990392941	-0.39089309541572	-0.093979325366908	1.85552259122448	0.000410729190154458	"ANOVA"	"NVIE_000900"	"yes"	2	"E"	"C"	"pox"	"putative pyruvate dehydrogenase/ pyruvate oxidase"
"A0A060HQJ8"	"A0A060HQJ8"	-0.183185567731695	-0.82906196605294	0.216357163089857	-1.02933607595019	-0.287611719553886	0.0925744209654326	2.02026374523343	1.03494295620927e-05	"ANOVA"	"NVIE_011860"	"yes"	2	"E"	"C"	"NVIE_011860"	"uncharacterised protein family UPF0103"
"A0A060HSU3"	"A0A060HSU3"	-0.368165738138106	-0.562672751064444	0.325570772420529	-1.03816127264654	-0.478110951406037	0.0899398445815362	2.03160009625307	0.000626435993971443	"ANOVA"	"NVIE_022860"	"yes"	2	"E"	"C"	"NVIE_022860"	"conserved protein of unknown function"
"A0A060HKW7"	"A0A060HKW7"	-0.441317766131623	-0.555437201130666	0.235056037530728	-0.126741421718737	-1.09338671587427	-0.0735345964260983	2.05536166375067	0.431260880478827	"ANOVA"	"NVIE_000480"	"no"	2	"E"	"F"	"NVIE_000480"	"putative cyclase/dehydrase"
"A0A060HN18"	"A0A060HN18"	-0.615576118923682	-0.224008306063844	-0.343065563957434	-0.413044602407243	-0.902278588029799	0.427845662991717	2.07012751639028	2.01867801805776e-07	"ANOVA"	"NVIE_0426"	"yes"	2	"E"	"F"	"NVIE_0426"	"hypothetical protein"
"A0A060HUY2"	"A0A060HUY2"	-0.335397692001576	-0.295991711709469	-0.0226691331710511	-0.700750034431624	-0.921665330296857	0.171878036887588	2.10459586472299	0.00591375394428402	"ANOVA"	"NVIE_025960"	"yes"	2	"E"	"F"	"metH1"	"putative methionine synthase"
"A0A060HNK9"	"A0A060HNK9"	-0.193945221943286	-0.0314533725473176	-1.15691663443059	-0.282139186670187	-0.577930961324041	0.200544267179344	2.04184110973607	0.0101285511032268	"ANOVA"	"NVIE_005850"	"yes"	2	"E"	"G"	"aroGFH"	"putative 3-deoxy-7-phosphoheptulonate synthase"
"A0A060HFH9"	"A0A060HFH9"	0.0891679091762366	0.415541655046759	-1.0014540669368	-0.402860606138558	-0.89712824658785	-0.158800015528896	1.95553337096911	1.71400555685664e-06	"ANOVA"	"NVIE_011380"	"yes"	2	"E"	"G"	"NVIE_011380"	"exported protein of unknown function"
"A0A060HLY5"	"A0A060HLY5"	0.262360412867869	-0.477808441697721	-0.531851908524181	-0.671997041299441	-0.482236638601386	-0.259182034568314	2.16071565182317	4.61873360804179e-08	"ANOVA"	"NVIE_022130"	"yes"	2	"E"	"C"	"NVIE_022130"	"exported protein of unknown function"
"A0A060HKQ8"	"A0A060HKQ8"	0.701036050131498	-0.317802094749544	-0.646536576417723	-0.554372816116197	-0.725927110958557	-0.445549730668312	1.98915227877884	0.0887325215909456	"ANOVA"	"NVIE_015710"	"no"	2	"E"	"F"	"NVIE_015710"	"protein of unknown function"
"A0A060HG30"	"A0A060HG30"	0.164746190805258	0.531211170779969	-0.936370230967235	-0.936370230967235	0.413304850831151	-0.936370230967235	1.69984848048533	0.147538831995406	"ANOVA"	"NVIE_003560"	"no"	2	"E"	"B"	"NVIE_003560"	"hypothetical protein"
"A0A060HGE2"	"A0A060HGE2"	-0.61906343366503	0.142233609381947	-0.61906343366503	-0.61906343366503	0.23884345901777	-0.61906343366503	2.0951766662604	2.51312677044242e-06	"ANOVA"	"NVIE_004770"	"yes"	2	"E"	"B"	"trpE"	"anthranilate synthase component 1"
"A0A060HR20"	"A0A060HR20"	0.000407484227771501	-0.187687235290012	-0.958076916226418	-0.905837438232146	0.450188574790306	-0.370403163001829	1.97140869373233	0.0607129117592397	"ANOVA"	"NVIE_1414"	"no"	2	"E"	"G"	"adkA"	"adenylate kinase"
"A0A060HV05"	"A0A060HV05"	-0.834786750153	-0.232912773813133	-0.785960589723852	-0.51909510662838	1.1582666022139	-0.461075895680951	1.67556451378541	0.0467959534599413	"ANOVA"	"NVIE_029680"	"yes"	2	"E"	"A"	"NVIE_029680"	"hypothetical protein"
"A0A060HMK3"	"A0A060HMK3"	-0.485023884771754	-0.0831310206635891	-1.06843794072122	-0.539532898859601	1.07449848305689	-0.581407058692303	1.68303432065157	2.10886625875945e-07	"ANOVA"	"NVIE_021230"	"yes"	2	"E"	"G"	"NVIE_021230"	"putative O-methyltransferase"
"A0A060HJT8"	"A0A060HJT8"	-0.800353278297141	-0.589564991948055	-0.592659171865525	-0.372954870780085	0.615234515454888	-0.276296869660605	2.01659466709652	3.75597405357936e-11	"ANOVA"	"NVIE_013000"	"yes"	2	"E"	"A"	"NVIE_013000"	"protein of unknown function"
"A0A060HW00"	"A0A060HW00"	-0.779956778187494	-0.695350669156135	-0.547670744411434	-0.476965695399389	0.600416902051338	-0.102879256047207	2.00240624115032	1.40524906742859e-10	"ANOVA"	"NVIE_029390"	"yes"	2	"E"	"A"	"dps5"	"putative ferritin, Dps family protein"
"A0A060HCZ7"	"A0A060HCZ7"	-0.951081653786134	-0.57087342833573	-0.19431294799837	-0.635302572204221	0.580755996762924	-0.215276717551914	1.98609132311344	0.00466321995257541	"ANOVA"	"NVIE_004210"	"yes"	2	"E"	"A"	"NVIE_004210"	"protein of unknown function"
"A0A060HDM7"	"A0A060HDM7"	-0.773956478299757	-0.612321269089732	-0.174495601567322	-0.550247883265349	0.573370253962485	-0.49250196072475	2.03015293898443	1.35641668386806e-08	"ANOVA"	"NVIE_006110"	"yes"	2	"E"	"A"	"mngA"	"mannosyl-3-phosphoglycerate synthase"
"A0A060HIN2"	"A0A060HIN2"	-0.385731840868878	-0.827293317143326	-0.454443393301036	-0.591580720978215	0.735168448022191	-0.444030387044746	1.96791121131401	0.00185384257938674	"ANOVA"	"NVIE_021380"	"yes"	2	"E"	"D"	"NVIE_021380"	"protein of unknown function"
"A0A060HQF6"	"A0A060HQF6"	-0.56092102006953	-0.56092102006953	-0.56092102006953	-0.56092102006953	0.905345227170748	-0.56092102006953	1.8992598731769	0.000553202844028168	"Kruskal-Wallis"	"NVIE_015300"	"yes"	2	"E"	"C"	"thiL"	"thiamine-monophosphate kinase"
"A0A060HJ32"	"A0A060HJ32"	-0.537026085687078	-0.537026085687078	-0.537026085687078	-0.537026085687078	0.652256512402604	-0.537026085687078	2.03287391603278	0.0543971104266533	"ANOVA"	"NVIE_012970"	"no"	2	"E"	"B"	"NVIE_012970"	"protein of unknown function"
"A0A060HMA0"	"A0A060HMA0"	-0.662986684401375	-0.662986684401375	-0.662986684401375	-0.662986684401375	0.599320903095279	0.083982648164288	1.96864318634593	1.49087853618239e-06	"ANOVA"	"NVIE_023440"	"yes"	2	"E"	"G"	"NVIE_023440"	"hypothetical protein"
"A0A060HPV5"	"A0A060HPV5"	-0.957881162733204	-0.399545176108636	-0.656784157645271	-0.673809443434622	0.78833324579981	0.0521884411565473	1.84749825296537	1.61790228446047e-06	"ANOVA"	"NVIE_028890"	"yes"	2	"E"	"A"	"NVIE_028890"	"protein of unknown function"
"A0A060HLI7"	"A0A060HLI7"	-0.663723553867276	-0.970747122052426	-0.751360586615428	-0.313797341164418	0.716390870817866	0.133050950002727	1.85018678287896	0.00229336836439996	"ANOVA"	"NVIE_002350"	"yes"	2	"E"	"D"	"gloB"	"putative hydroxyacylglutathione hydrolase"
"A0A060HK65"	"A0A060HK65"	-0.699288669198343	-0.699288669198343	-0.699288669198343	0.145439128526431	0.822354440501805	-0.699288669198343	1.82936110776513	0.0116151469664032	"ANOVA"	"NVIE_016410"	"yes"	2	"E"	"G"	"NVIE_016410"	"putative NAD-dependent alcohol dehydrogenase"
"A0A060HER6"	"A0A060HER6"	-0.178106972261479	-0.592947435603266	-1.03631643922704	-0.244916862141095	0.907701603455781	-0.653226089308929	1.79781219508603	0.015496622672279	"ANOVA"	"NVIE_009390"	"yes"	2	"E"	"G"	"NVIE_009390"	"PilT protein domain protein"
"A0A060HJQ9"	"A0A060HJQ9"	-0.524404739200739	-0.399480080802809	-1.21265931413259	0.505861369815721	0.501672178120778	-0.649984223270199	1.77899480946984	0.0171038829802436	"ANOVA"	"NVIE_025150"	"yes"	2	"E"	"G"	"NVIE_025150"	"putative glyoxalase/bleomycin resistance protein/dioxygenase"
"A0A060HM90"	"A0A060HM90"	-0.653049235349751	-0.467495538194958	-0.484172955056012	-0.186805987645633	-0.19019505565215	-0.251291145569977	2.23300991746848	2.18504410531352e-11	"ANOVA"	"NVIE_023340"	"yes"	2	"E"	"A"	"NVIE_023340"	"exported protein of unknown function"
"A0A060HFU1"	"A0A060HFU1"	-0.5737127325403	-0.625743195206519	-0.381266985433646	-0.18543403384797	-0.264640065470273	-0.202683231944792	2.2334802444435	4.97123463720186e-08	"ANOVA"	"NVIE_012360"	"yes"	2	"E"	"D"	"NVIE_012360"	"protein of unknown function"
"A0A060HNS6"	"A0A060HNS6"	-0.473199997670759	-0.499989878551899	-0.70746366460581	-0.30165567786784	-0.0870481839959766	-0.145552945926329	2.21491034861861	5.82416310935339e-10	"ANOVA"	"NVIE_025250"	"yes"	2	"E"	"G"	"NVIE_025250"	"conserved protein of unknown function"
"A0A060HS25"	"A0A060HS25"	-0.563395143507375	-0.563395143507375	-0.563395143507375	-0.563395143507375	-0.0507782744559387	0.134159197371976	2.17019965111346	0.0174276749874931	"Kruskal-Wallis"	"NVIE_016960"	"yes"	2	"E"	"A"	"NVIE_016960"	"exported protein of unknown function"
"A0A060HP96"	"A0A060HP96"	-0.490366530363369	-0.490366530363369	-0.490366530363369	-0.490366530363369	-0.265647438373873	-0.00169581432216504	2.22880937414951	1.41650677273351e-07	"ANOVA"	"NVIE_026610"	"yes"	2	"E"	"C"	"NVIE_026610"	"conserved exported protein of unknown function"
"A0A060HP33"	"A0A060HP33"	-0.710511411705421	-0.811328566270447	-0.519509104510938	-0.125017589942268	-0.0847374440720326	0.122934215342994	2.12816990115811	2.35954250631377e-07	"ANOVA"	"NVIE_007180"	"yes"	2	"E"	"D"	"NVIE_007180"	"Beta-lactamase domain-containing protein"
"A0A060HCU3"	"A0A060HCU3"	-0.495294530611683	-0.888532934618684	-0.350013300944569	-0.376400551625208	-0.0926958548294208	0.0370562481762535	2.16588092445331	5.25808498538646e-08	"ANOVA"	"NVIE_003620"	"yes"	2	"E"	"D"	"NVIE_003620"	"Deoxyribonuclease/rho motif-related TRAM domain containing protein"
"A0A060HP30"	"A0A060HP30"	-0.223736751359059	-0.747789962261661	-0.900319563032913	-0.115293325475276	-0.274840366218527	0.147864799762442	2.11411516858499	4.72173576170932e-08	"ANOVA"	"NVIE_007130"	"yes"	2	"E"	"G"	"NVIE_007130"	"putative FMN-binding pyridoxamine 5'-phosphate oxidase"
"A0A060HU45"	"A0A060HU45"	-0.492022208917858	-0.598643288960081	-0.910867295760505	0.129041134016709	-0.142673584260353	-0.110989745418214	2.1261549893003	1.36984720224952e-05	"ANOVA"	"NVIE_023720"	"yes"	2	"E"	"G"	"NVIE_023720"	"luciferase-like monooxygenase family protein"
"A0A060HKV1"	"A0A060HKV1"	-0.303150586288631	-0.801179509677621	-0.415911490561195	0.0586918194550488	-0.524542744594054	-0.199085698754598	2.18517821042105	6.08549441503265e-05	"ANOVA"	"NVIE_028690"	"yes"	2	"E"	"D"	"NVIE_028690"	"protein of unknown function"
"A0A060HQR8"	"A0A060HQR8"	-0.274655920111112	-0.772399345580565	-0.350760099494159	-0.444718185006016	-0.446953386015742	0.0991541796595086	2.19033275654809	7.65449321449863e-09	"ANOVA"	"NVIE_016240"	"yes"	2	"E"	"D"	"gabD"	"succinate-semialdehyde dehydrogenase"
"A0A060HSS6"	"A0A060HSS6"	0.112393764275615	-1.20747412135932	-0.41943005463446	-0.474035424720612	-0.232834678301669	0.214234722966897	2.00714579177354	2.33765462197676e-06	"ANOVA"	"NVIE_022590"	"yes"	2	"E"	"D"	"NVIE_022590"	"hypothetical protein"
"A0A060HIW5"	"A0A060HIW5"	0.0642172459498836	-0.701914431765663	-0.641514522610934	-0.494397228785394	-0.476470077146717	0.103087636149007	2.14699137820982	0.000522312105366481	"ANOVA"	"NVIE_022570"	"yes"	2	"E"	"D"	"NVIE_022570"	"putative adenylate kinase"
"A0A060HPV9"	"A0A060HPV9"	0.110375321767252	-0.947742532621244	-0.835709888979467	-0.31019314116548	-0.316999463867903	0.270117364202468	2.03015234066438	0.00040761294521262	"ANOVA"	"NVIE_013530"	"yes"	2	"E"	"D"	"NVIE_013530"	"protein of unknown function"
"A0A060HMC6"	"A0A060HMC6"	0.0138368652979561	-1.00473169759696	-0.735231387947926	-0.603627987232105	-0.158848539516407	0.550188219348556	1.93841452764689	4.53106373868815e-08	"ANOVA"	"NVIE_005300"	"yes"	2	"E"	"D"	"NVIE_005300"	"PUA domain containing protein"
"A0A060HQ49"	"A0A060HQ49"	-0.06693821405273	-0.783532983550725	-0.948446811824606	-0.520080802154473	-0.169755953508838	0.507562372036458	1.98119239305492	7.51474144101707e-05	"ANOVA"	"NVIE_014350"	"yes"	2	"E"	"G"	"NVIE_014350"	"exported protein of unknown function"
"A0A060HLW8"	"A0A060HLW8"	-0.139519752510235	-0.834071224846358	-0.619737543741642	-0.57547630769419	-0.271018364153311	0.348191381445072	2.09163181150066	2.37230893914793e-05	"ANOVA"	"NVIE_000010"	"yes"	2	"E"	"D"	"NVIE_000010"	"hypothetical protein"
"A0A060HFT4"	"A0A060HFT4"	-0.0615355833982273	-0.874429939646733	-0.699231716893185	-0.489118669221208	-0.35341199123637	0.429865873443108	2.04786202695262	6.61895008121907e-05	"ANOVA"	"NVIE_000570"	"yes"	2	"E"	"D"	"NVIE_000570"	"protein of unknown function"
"A0A060HTD4"	"A0A060HTD4"	-0.843079855578205	-0.45431134406872	-0.161698561051478	-0.300370873885683	0.196772272771162	-0.580039616528969	2.14272797834189	2.35904884370819e-08	"ANOVA"	"NVIE_024670"	"yes"	2	"E"	"A"	"NVIE_024670"	"hypothetical protein"
"A0A060HQ32"	"A0A060HQ32"	-0.53090428682442	-0.554318632195367	-0.524376958344416	-0.378578576780389	0.345509503740062	-0.50607297948274	2.14874192988727	0.000748563498462956	"Kruskal-Wallis"	"NVIE_014210"	"yes"	2	"E"	"D"	"NVIE_014210"	"protein of unknown function"
"A0A060HP90"	"A0A060HP90"	-0.175964644023188	-0.441141143226002	-0.355008271333856	-0.442910996758033	-0.226280924437511	-0.60308929641986	2.24439527619845	4.25545479952745e-07	"ANOVA"	"NVIE_026520"	"yes"	2	"E"	"B"	"NVIE_026520"	"protein of unknown function"
"A0A060HRZ0"	"A0A060HRZ0"	-0.405304949501681	-0.390700631806983	-0.328453614048644	-0.551991853704794	-0.214549713175439	-0.365325810689635	2.25632657292718	8.04456735410594e-10	"ANOVA"	"NVIE_016590"	"yes"	2	"E"	"C"	"NVIE_016590"	"protein of unknown function"
"A0A060HCP5"	"A0A060HCP5"	-0.296943225356213	-0.355827303036363	-0.463384425833004	-0.461594698685696	-0.239307847611748	-0.442267243465436	2.25932474398846	5.20277858244216e-13	"ANOVA"	"NVIE_003100"	"yes"	2	"E"	"G"	"NVIE_003100"	"protein of unknown function"
"A0A060HIK6"	"A0A060HIK6"	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	2.26778683805536	NA	"only in E"	"NVIE_011270"	NA	2	"E"	"C"	"NVIE_011270"	"protein of unknown function"
"A0A060HJI6"	"A0A060HJI6"	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	2.26778683805536	NA	"only in E"	"NVIE_011720"	NA	2	"E"	"G"	"NVIE_011720"	"putative protease TldD"
"A0A060HSZ1"	"A0A060HSZ1"	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	2.26778683805536	NA	"only in E"	"NVIE_023420"	NA	2	"E"	"C"	"NVIE_023420"	"putative dihydropteroate synthase"
"A0A060HP35"	"A0A060HP35"	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	2.26778683805536	NA	"only in E"	"NVIE_026140"	NA	2	"E"	"B"	"NVIE_026140"	"exported protein of unknown function"
"A0A060HT23"	"A0A060HT23"	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	2.26778683805536	NA	"only in E"	"NVIE_023710"	NA	2	"E"	"D"	"NVIE_023710"	"protein of unknown function"
"A0A060HCS9"	"A0A060HCS9"	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	2.26778683805536	NA	"only in E"	"NVIE_003480"	NA	2	"E"	"D"	"oppD"	"peptide/opine/nickel ABC uptake transporter, putative ATP-binding protein"
"A0A060HIQ1"	"A0A060HIQ1"	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	2.26778683805536	NA	"only in E"	"NVIE_021740"	NA	2	"E"	"B"	"NVIE_021740"	"N-Acyltransferase superfamily enzyme"
"A0A060HKF3"	"A0A060HKF3"	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	2.26778683805536	NA	"only in E"	"NVIE_016880"	NA	2	"E"	"F"	"NVIE_016880"	"protein of unknown function"
"A0A060HNA3"	"A0A060HNA3"	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	2.26778683805536	NA	"only in E"	"NVIE_023940"	NA	2	"E"	"D"	"NVIE_023940"	"exported protein of unknown function"
"A0A060HBT0"	"A0A060HBT0"	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	2.26778683805536	NA	"only in E"	"NVIE_000510"	NA	2	"E"	"D"	"NVIE_000510"	"protein of unknown function"
"A0A060HFN9"	"A0A060HFN9"	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	2.26778683805536	NA	"only in E"	"NVIE_000130"	NA	2	"E"	"F"	"NVIE_000130"	"putative CorA ion transporter"
"A0A060HFR5"	"A0A060HFR5"	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	2.26778683805536	NA	"only in E"	"NVIE_000420"	NA	2	"E"	"F"	"pheT"	"phenylalanine--tRNA ligase beta chain"
"A0A060HGA2"	"A0A060HGA2"	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	2.26778683805536	NA	"only in E"	"NVIE_004380"	NA	2	"E"	"A"	"cobB"	"cobyrinic acid A,C-diamide synthase"
"A0A060HHT8"	"A0A060HHT8"	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	2.26778683805536	NA	"only in E"	"NVIE_008990"	NA	2	"E"	"B"	"pdaD"	"pyruvoyl-dependent arginine decarboxylase"
"A0A060HJP8"	"A0A060HJP8"	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	2.26778683805536	NA	"only in E"	"NVIE_014990"	NA	2	"E"	"C"	"ths1"	"archaeal thermosome subunit"
"A0A060HME6"	"A0A060HME6"	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	2.26778683805536	NA	"only in E"	"NVIE_005470"	NA	2	"E"	"D"	"trpB"	"tryptophan synthase, beta chain"
"A0A060HNH2.A0A060HG00"	"A0A060HNH2"	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	2.26778683805536	NA	"only in E"	"NVIE_027310"	NA	2	NA	NA	"NVIE_027310"	"hypothetical protein"
"A0A060HTW6"	"A0A060HTW6"	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	2.26778683805536	NA	"only in E"	"NVIE_022810"	NA	2	"E"	"F"	"NVIE_022810"	"exported protein of unknown function"
"A0A060HTZ4"	"A0A060HTZ4"	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	2.26778683805536	NA	"only in E"	"NVIE_023130"	NA	2	"E"	"D"	"NVIE_023130"	"conserved protein of unknown function"
"A0A060HTT7"	"A0A060HTT7"	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	-0.377964473009227	2.26778683805536	NA	"only in E"	"NVIE_022460"	NA	2	"E"	"B"	"NVIE_022460"	"protein of unknown function"
