""	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"B1"	"B10"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"C1"	"C2"	"C3"	"C4"	"C5"	"D1"	"D2"	"D3"	"D4"	"D5"	"E1"	"E2"	"E3"	"E4"	"E5"	"F1"	"F2"	"F3"	"F4"	"F5"	"G1"	"G2"	"G3"	"G4"	"G5"
"A0A060HR88"	0	0	0	0	0	0	0	0	0	0	0	0	0	60478000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HR90"	56497000	54055000	49715000	53069000	45216000	54010000	54934000	63577000	54505000	4087200	66892000	23009000	13080000	0	27878000	38925000	77808000	38828000	44335000	68463000	65698000	72089000	55060000	68485000	60597000	72658000	60510000	56024000	53197000	48669000	48098000	37422000	51004000	57357000	51041000	59423000	66772000	62453000	59505000	68801000	74553000	68871000	67088000	66843000
"A0A060HR96"	109650000	107710000	102860000	120200000	93311000	64687000	67091000	60231000	90867000	21256000	65110000	76952000	23812000	19815000	32599000	68506000	64032000	75050000	59445000	88904000	90895000	73341000	93114000	78290000	85147000	71651000	99258000	87198000	90392000	84787000	74606000	64776000	91399000	79471000	80737000	63631000	72528000	87699000	90383000	63767000	74315000	75915000	54939000	59876000
"A0A060HR98"	24582000	0	0	0	17899000	0	0	0	26120000	0	0	0	0	0	0	0	16561000	0	0	0	29047000	30051000	29039000	29627000	24020000	27758000	0	0	26949000	0	0	0	21316000	0	0	0	24480000	32738000	33358000	27461000	30947000	31377000	0	33023000
"A0A060HRA1"	93740000	132730000	6134300	201930000	28864000	0	9739800	0	44318000	0	0	0	0	0	0	0	0	0	0	42835000	53313000	28644000	46346000	38957000	42636000	2.4e+07	43475000	61040000	64660000	5512400	3013000	0	3975500	5215400	16598000	19933000	19860000	20687000	101510000	33466000	35343000	11177000	4668200	40516000
"A0A060HRA5"	0	0	0	5061300	0	0	0	0	4743300	0	0	0	0	0	0	0	0	0	0	0	0	0	4507300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HRB6"	133610000	164850000	156390000	148830000	122620000	118490000	109390000	121590000	110090000	167940000	74116000	97132000	120150000	147770000	113610000	69206000	70941000	75121000	75280000	83685000	101840000	69396000	84991000	71649000	116290000	80328000	98778000	101840000	94570000	68153000	73942000	69964000	81451000	71199000	68395000	63789000	62190000	66423000	81451000	69972000	72617000	73291000	65738000	68694000
"A0A060HRC6"	26648000	29722000	23003000	22214000	22369000	25796000	18513000	26136000	38086000	24371000	31904000	79468000	31555000	26118000	32716000	32186000	28216000	28812000	35412000	18841000	22648000	29154000	36448000	23045000	24826000	20278000	28214000	32216000	22145000	34025000	33137000	35122000	43089000	35910000	36043000	30280000	26922000	35287000	41980000	26529000	28304000	45392000	26670000	22912000
"A0A060HRC9"	17951000	16287000	29658000	22642000	19536000	18365000	23100000	22303000	15488000	38609000	0	36959000	30955000	0	31854000	20102000	24967000	22836000	25292000	20774000	25286000	18411000	16367000	17240000	21889000	20407000	19327000	18790000	19519000	21239000	24775000	18378000	17092000	17750000	16292000	24714000	18062000	22249000	23058000	22407000	19186000	17377000	21128000	18317000
"A0A060HRD0"	6158200	7661000	0	7087900	6246500	8305700	0	7445800	6683200	0	0	8701700	8544600	0	0	0	0	0	7953600	6567400	7455600	0	7365200	5802300	6975000	6697500	0	8217300	5982200	8022800	11072000	0	9092700	9113800	0	6733100	0	9319500	12153000	7245200	8547500	5881800	0	6469000
"A0A060HRD3"	40444000	41755000	57562000	41307000	36763000	43485000	46383000	38865000	44723000	41935000	51530000	60941000	52374000	44562000	58059000	47330000	47755000	48773000	48311000	40251000	47975000	33932000	47109000	39461000	43434000	48575000	44127000	47892000	41328000	43030000	52778000	53823000	51615000	44229000	40950000	44990000	48128000	57765000	66060000	35294000	45467000	45276000	41626000	36582000
"A0A060HRD8"	9995700	11861000	20503000	16549000	12851000	12814000	16972000	9490900	12128000	0	0	8253800	0	0	0	9789300	10313000	12122000	9409400	0	16753000	0	12209000	7745800	11437000	10916000	12383000	10538000	11484000	10951000	10634000	12137000	9301800	9661200	3394300	0	13027000	12659000	0	12740000	13731000	19953000	13842000	12227000
"A0A060HRE1"	79336000	69667000	55417000	77091000	67896000	75617000	66816000	61220000	72773000	38288000	71377000	45653000	46334000	43948000	63421000	55856000	74189000	61783000	65870000	75408000	66390000	80919000	70390000	81340000	53403000	81132000	77254000	89377000	78496000	70712000	61201000	60179000	60660000	69377000	74269000	51940000	69397000	57982000	55051000	57683000	80741000	65571000	77395000	64743000
"A0A060HRE3"	125670000	115100000	147170000	129210000	119970000	130740000	121710000	105680000	113900000	0	140220000	55923000	0	0	23281000	77902000	122710000	94261000	105420000	143150000	134150000	115960000	118710000	142760000	142010000	129040000	125330000	124970000	123060000	107530000	101360000	101350000	101400000	114730000	110270000	1.28e+08	133520000	118310000	125250000	143260000	125660000	121410000	109970000	119710000
"A0A060HRE7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2251800	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HRE8"	6246900	7030700	6666100	0	0	7384500	5393200	3916700	5797100	0	0	7358200	0	0	8354600	0	0	5579100	6801200	4839400	5876500	5776600	4140500	0	0	0	0	0	5691000	0	0	0	0	4407400	0	0	0	3978100	0	0	5382300	4898700	0	0
"A0A060HRF3"	7900800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HRF5"	17094000	19895000	16444000	12723000	16056000	14209000	17528000	14910000	17777000	19636000	0	18731000	17968000	22309000	21719000	12828000	18499000	14940000	21691000	14756000	15539000	15574000	13888000	19012000	15871000	16875000	14995000	16718000	17808000	18460000	23544000	14416000	17668000	14480000	15867000	13747000	14319000	14369000	0	17316000	16101000	16279000	15528000	19195000
"A0A060HRF7"	35037000	66405000	29225000	56079000	50183000	36880000	41459000	25313000	34613000	0	20106000	8397900	6721700	0	0	34169000	0	27419000	22462000	47080000	39388000	49656000	64840000	45346000	26605000	30955000	27781000	56163000	49610000	71612000	58075000	64768000	46020000	25792000	80310000	39805000	44888000	39851000	36704000	58391000	44101000	50726000	40720000	55241000
"A0A060HRG3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5374200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HRG5"	24919000	26307000	16585000	23959000	23273000	22892000	25356000	18321000	18169000	34076000	14283000	11172000	24166000	30732000	0	16420000	0	17440000	18500000	31578000	23629000	15999000	11551000	25373000	26916000	20650000	26328000	25422000	25211000	0	23624000	0	22600000	13024000	0	0	6953700	0	9083400	20318000	16719000	11270000	11391000	19003000
"A0A060HRG7"	72252000	108670000	70688000	110300000	103730000	70913000	86290000	78425000	94651000	80552000	129730000	171640000	81083000	89602000	61889000	112350000	121580000	187900000	62566000	101760000	80162000	106260000	156850000	107920000	103670000	90264000	308410000	91066000	130500000	741760000	812300000	475800000	809330000	406070000	390530000	335240000	194490000	309920000	216400000	311060000	227700000	267040000	243270000	289810000
"A0A060HRG9"	20104000	16019000	19389000	19228000	17802000	17846000	18822000	19945000	19294000	0	14591000	15738000	9127500	0	14431000	12923000	12586000	32463000	8269900	20013000	16182000	20134000	19107000	13625000	16805000	18698000	18915000	24731000	24615000	17014000	15747000	13277000	14325000	12606000	18110000	17275000	21282000	22845000	17028000	17671000	20399000	20585000	20386000	17451000
"A0A060HRH3"	0	3.3e+07	32860000	23586000	56793000	50547000	59460000	38164000	42800000	0	17429000	0	0	0	0	0	30778000	0	28387000	44938000	36578000	52106000	31026000	32291000	50469000	56171000	75613000	55273000	43905000	0	0	0	0	0	0	0	10015000	0	0	32256000	36445000	33212000	52041000	24552000
"A0A060HRI0"	77184000	85761000	110180000	80731000	85594000	88051000	83604000	97140000	83707000	40249000	93969000	88677000	55549000	11493000	70827000	71881000	100830000	76531000	74928000	89749000	78261000	82079000	74817000	77227000	76734000	85573000	82328000	76962000	68146000	93668000	74051000	66790000	77531000	83050000	92294000	85025000	108830000	101560000	93571000	88089000	88222000	84995000	83108000	87682000
"A0A060HRI8"	2282800000	2759900000	2428900000	2115700000	2233500000	2320100000	2185900000	2433500000	2441900000	2.339e+09	2704700000	2396800000	2.998e+09	2592500000	3062400000	2.584e+09	2.354e+09	2140500000	2691400000	2350800000	2486700000	2506300000	2297400000	2637600000	2520200000	2593900000	2228300000	2277700000	2430300000	1765100000	2481400000	2542600000	2341800000	1838400000	2015800000	2.095e+09	1907700000	2227400000	2146400000	2590200000	2890600000	2558400000	2318800000	2708300000
"A0A060HRJ3"	0	0	0	0	0	0	0	0	0	0	11823000	3654800	0	0	5665300	7684800	10464000	8665100	11784000	11880000	8799000	18130000	10258000	12859000	0	0	0	0	0	14724000	13638000	8050300	10237000	19523000	18673000	23772000	19437000	15750000	9032500	0	9085300	11402000	15171000	10513000
"A0A060HRK6"	16920000	21241000	0	18193000	22839000	20125000	16756000	22547000	18543000	0	25440000	13753000	0	0	0	20861000	14563000	24791000	25281000	18640000	17022000	23750000	20470000	20579000	18875000	16485000	18341000	19589000	24839000	35577000	28694000	29828000	29626000	40357000	25840000	28219000	27865000	27730000	15173000	13054000	21576000	23543000	21046000	22211000
"A0A060HRN3"	0	3661300	0	5513200	0	6247700	0	0	5136000	0	0	0	0	0	0	0	0	0	0	0	0	4174400	3729000	0	0	0	3991700	0	4379200	0	0	0	0	0	0	0	0	0	0	0	6549100	5731300	5517400	5166100
"A0A060HRN6"	7062000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8207100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HRP0"	459130000	339370000	512620000	386240000	466180000	390110000	428880000	401580000	415810000	179570000	332620000	183560000	212320000	196100000	228550000	272430000	261260000	363210000	321320000	356540000	308120000	376810000	367320000	393920000	401690000	355650000	398640000	402560000	442610000	316100000	270900000	288470000	266430000	285330000	359870000	347660000	390090000	339450000	238670000	350110000	355650000	407830000	377310000	364130000
"A0A060HRQ3"	22194000	18888000	11840000	18045000	21264000	17436000	19071000	18532000	17950000	0	18743000	9717900	16556000	15410000	17877000	18128000	13426000	21358000	20205000	19750000	19184000	22434000	20820000	18822000	16679000	18921000	20916000	20003000	22582000	20224000	17774000	15309000	13733000	19902000	22218000	15742000	14046000	15521000	8360500	17971000	16571000	16985000	17622000	15645000
"A0A060HRS3"	0	0	0	0	0	7872700	0	0	0	0	0	0	0	0	0	0	0	6074700	0	0	0	0	0	0	0	0	5762400	0	0	0	0	0	0	6441500	0	0	0	0	0	0	7267400	7510700	0	0
"A0A060HRS4"	5916300	9465700	11102000	13870000	10261000	10251000	8712500	7254400	6621900	0	10422000	7212000	0	0	10784000	10394000	6898500	9028600	10547000	7647000	9494700	8538200	7959800	9420100	7090600	7122200	7788200	10871000	9555600	12154000	12903000	0	11908000	11293000	7677700	0	7488800	0	0	8088400	6711500	0	7576800	5629100
"A0A060HRT5"	6331600	11408000	0	5042800	0	9915600	7212800	0	6870700	0	9331000	0	0	0	0	7754200	0	0	0	5892800	0	9564700	0	6899400	0	9794500	7130200	7898700	6083300	10071000	18320000	18024000	17755000	13398000	14694000	10155000	0	10925000	16676000	12282000	14913000	0	11361000	10005000
"A0A060HRU0"	492230000	479550000	916570000	605270000	450160000	556790000	513200000	396680000	408460000	622350000	371510000	880110000	701600000	599110000	696280000	588020000	409900000	679340000	517350000	399120000	556170000	332520000	466980000	289470000	425370000	319870000	449800000	345540000	3.36e+08	609160000	493750000	669120000	489750000	563950000	4.32e+08	480890000	453850000	5.16e+08	581400000	281820000	352690000	403040000	403280000	331250000
"A0A060HRW0"	148980000	138470000	154010000	131350000	149030000	131440000	109480000	134480000	124490000	161850000	125020000	202390000	173140000	179060000	171870000	139280000	129750000	135270000	124390000	136540000	105660000	1.12e+08	122680000	133770000	123570000	113740000	103580000	109640000	107570000	163080000	142490000	156130000	155650000	153720000	160400000	150740000	119050000	126420000	159430000	155930000	122460000	117280000	98071000	121150000
"A0A060HRW2"	19315000	25745000	17961000	20469000	15954000	17669000	0	9508800	15548000	35323000	11620000	33982000	47476000	34804000	38839000	27162000	12292000	26961000	29868000	20359000	39982000	24133000	15858000	24527000	18801000	16069000	0	23933000	19996000	78622000	136280000	84283000	1.02e+08	79138000	19280000	18195000	11550000	21154000	20989000	16350000	24222000	15087000	0	17771000
"A0A060HRX5"	4901200	4757700	0	4658400	5294600	6201600	5184100	0	4191500	0	5322400	0	0	0	0	5530900	0	7340600	6549800	4125800	0	0	4268800	5434300	0	0	4144300	3312700	4637100	9238700	7863800	7782300	0	8775900	4244800	0	5343300	4984900	0	4199500	0	4881700	0	0
"A0A060HRX8"	528980000	566740000	464950000	494680000	493250000	459240000	437360000	448170000	486290000	246310000	399060000	320190000	340190000	317470000	431290000	301270000	383690000	319220000	408030000	454140000	421490000	490010000	427060000	520730000	459540000	544460000	448930000	564840000	540710000	312230000	365330000	300750000	282240000	307790000	369740000	322770000	386650000	349160000	350030000	464310000	492140000	457530000	500560000	482150000
"A0A060HRZ0"	9235100	17998000	0	11569000	17702000	15391000	12591000	0	11092000	17762000	25486000	31399000	28163000	39441000	35716000	25737000	0	20698000	0	9493700	0	17613000	10727000	12704000	11785000	0	10392000	18070000	15436000	66208000	64238000	61136000	57484000	37465000	37880000	14054000	23610000	15230000	15658000	18321000	16095000	8969200	13856000	18047000
"A0A060HRZ9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4687300	0
"A0A060HS03"	1721200000	2603100000	1427400000	1057300000	1615100000	2006800000	1.719e+09	2018100000	1903700000	6580700000	2364600000	3223500000	6.537e+09	6674100000	3003800000	2590400000	3186900000	1796200000	2979300000	2949100000	2202500000	2703900000	1355200000	2954300000	2887200000	2905500000	1.581e+09	1509100000	1794300000	2881600000	4245300000	3.004e+09	2213200000	2224200000	3789300000	3767800000	2096900000	2670600000	3559800000	4629700000	3601600000	1538800000	2500500000	3267800000
"A0A060HS06"	83699000	42555000	40918000	65337000	72675000	58193000	82673000	81372000	60229000	13798000	63029000	0	0	0	0	26095000	73604000	29756000	33613000	82399000	54618000	71274000	58956000	71712000	69469000	76491000	97689000	93191000	64092000	42100000	0	15179000	0	36601000	33619000	38948000	82188000	30405000	30336000	71929000	49551000	67697000	74376000	60073000
"A0A060HS08"	28604000	31002000	64106000	35636000	44241000	39544000	33078000	41244000	29758000	27976000	32757000	51646000	17757000	41204000	29975000	27382000	31988000	45350000	23974000	33822000	29615000	24474000	41109000	44286000	50782000	42610000	35169000	45741000	32437000	17575000	21302000	31120000	19690000	0	22452000	14259000	28748000	25401000	23947000	28777000	30946000	25200000	24416000	27383000
"A0A060HS15"	8944000	11605000	0	12592000	11723000	0	11675000	13082000	8901000	0	16431000	0	12528000	0	16510000	12572000	15890000	13467000	11825000	12732000	12621000	0	10371000	12094000	0	11831000	13420000	12035000	10202000	14578000	17855000	13588000	13069000	10893000	9833400	7559100	8662500	0	10666000	0	10859000	0	0	8716600
"A0A060HS16"	8048500	10668000	10685000	10222000	12043000	8713700	11151000	7049500	10582000	0	8450900	10933000	9474900	0	6955800	12079000	0	15129000	11745000	8603100	7651000	0	12046000	7881900	12178000	8863100	7460800	8624700	4311800	10927000	9783900	16021000	14568000	13133000	8433400	7303700	10953000	10745000	5019400	6801700	11348000	10793000	6970000	0
"A0A060HS25"	0	0	0	0	0	0	0	0	0	101380000	0	79717000	114270000	123670000	101710000	48299000	0	16883000	10466000	0	0	0	0	0	0	0	0	0	0	0	36828000	74130000	23012000	0	15247000	0	0	9875700	0	0	0	0	0	0
"A0A060HS36"	223660000	205050000	165020000	197720000	201270000	225370000	222970000	229650000	196330000	59689000	209210000	99575000	99232000	85778000	122930000	132260000	216300000	132090000	159670000	227440000	194770000	215530000	183210000	226800000	205870000	218140000	229580000	221390000	188700000	165950000	134910000	102520000	116330000	172240000	159900000	145760000	165980000	141740000	124810000	245610000	195300000	171140000	199210000	202490000
"A0A060HS38"	24847000	24424000	33760000	24745000	22934000	33195000	31186000	29158000	26088000	30389000	28234000	34439000	30874000	27853000	36208000	30288000	41485000	30878000	28415000	28877000	29358000	24473000	24657000	23882000	27778000	32515000	22799000	23532000	21529000	30164000	33990000	32429000	31822000	28971000	28065000	32314000	25942000	30481000	37910000	27157000	29290000	23122000	25354000	25114000
"A0A060HS43"	20942000	19322000	15910000	20865000	14161000	13330000	15375000	12746000	17184000	0	0	0	0	0	0	0	14105000	9426200	13274000	21655000	20143000	16942000	16294000	22923000	17553000	18069000	16413000	16324000	17578000	7595000	0	8997100	0	8771000	9800000	11389000	13798000	11234000	13952000	18064000	18479000	14488000	17721000	19748000
"A0A060HS51"	29496000	23928000	19103000	23133000	29936000	25092000	25451000	28217000	22200000	0	23519000	8146300	0	0	0	8339500	28624000	12272000	12377000	28772000	26173000	31656000	18911000	27594000	20280000	29538000	27994000	29518000	19995000	16089000	0	0	0	0	16750000	15299000	22639000	15302000	19389000	28135000	16420000	18577000	15379000	24508000
"A0A060HS52"	0	0	32653000	0	15875000	26750000	18733000	16318000	0	19933000	0	24845000	14154000	19624000	0	0	0	0	0	0	0	0	0	0	18329000	0	0	0	0	0	0	14222000	0	0	0	0	0	0	0	0	0	19931000	10909000	14627000
"A0A060HS64"	699560000	6.6e+08	553030000	682020000	707800000	570640000	639990000	750750000	660510000	863540000	1072700000	680890000	1030400000	1014200000	1.165e+09	768930000	790100000	799100000	852690000	740280000	708250000	788570000	733320000	754280000	711930000	731130000	673610000	866900000	826340000	840730000	859760000	721020000	834120000	853300000	766520000	688220000	808430000	683830000	611630000	696410000	695930000	723890000	707580000	715720000
